,roomTempC,pulseVoltage,numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,pulseRepetRate,scanRange,probePitchCm,probeRadiusCm,probeElevAperCm0,probeNumElements,probeElevFocusRangCm,volt2,temperatureC,normal_Temp,volt_norm,probeDescription_Convex,probeDescription_Linear,probeDescription_Phase,txpgWaveformStyle_0,txpgWaveformStyle_1,txpgWaveformStyle_2,txpgWaveformStyle_3,txpgWaveformStyle_4,probeId_10136142,probeId_10136143,probeId_11014154,probeId_11014543,probeId_11014552,probeId_112,probeId_11268276,probeId_11268277,probeId_11268278,probeId_11268279,probeId_11268679,probeId_11284920,probeId_11284921,probeId_11284922,probeId_11284923,probeId_11284924,probeId_11319682,probeId_11319697,probeId_11361589,probeId_11370778,probeId_11370949,probeId_11503481,probeId_11503732,probeId_11575443,probeId_11575444,probeId_11575446,probeId_11711157,probeId_11712408,probeId_128,probeId_140,probeId_142,probeId_143,probeId_146,probeId_147,probeId_148,probeId_149,probeId_1490,probeId_150,probeId_151,probeId_154,probeId_157,probeId_162,probeId_167,probeId_187,probeId_231,probeId_244,probeId_554,probeId_656
685,21.700000762939453,61.599998474121094,4.0,13,6153800.0,0,0,10162.599609375,0.21690799295902252,0.020500000566244125,1.0,0.6000000238418579,128.0,2.0,3794.559812011721,47.099998474121094,1.1586601923850108,0.00030534772141876883,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
689,21.799999237060547,61.599998474121094,4.0,26,6153800.0,0,0,6443.2998046875,0.21690799295902252,0.020500000566244125,1.0,0.6000000238418579,128.0,2.0,3794.559812011721,50.0,1.9399997484062825,0.0005112581813218998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
693,21.799999237060547,61.599998474121094,4.0,40,6153800.0,0,0,4058.43994140625,0.21690799295902252,0.020500000566244125,1.0,0.6000000238418579,128.0,2.0,3794.559812011721,44.400001525878906,2.7350411837371125,0.0007207795684440945,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
711,21.700000762939453,34.899810791015625,4.0,64,4210500.0,0,0,7843.66015625,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,46.599998474121094,1.4852759281325183,0.001219441575187509,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
716,21.700000762939453,34.899810791015625,4.0,64,5333300.0,0,0,7768.830078125,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,48.599998474121094,1.5639419959437013,0.001284028007801475,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
721,21.5,61.599998474121094,4.0,16,5333300.0,0,0,6097.56005859375,0.22808299958705902,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,3794.559812011721,45.099998474121094,1.8491002155263019,0.00048730295663622293,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
725,21.600000381469727,61.599998474121094,4.0,32,5333300.0,0,0,3930.820068359375,0.22808299958705902,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,3794.559812011721,47.20000076293945,3.001918171151468,0.0007911110431436244,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
727,21.5,61.599998474121094,4.0,48,5333300.0,0,0,2551.02001953125,0.22808299958705902,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,3794.559812011721,43.0,4.214000641976661,0.0011105374142837846,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
737,21.299999237060547,34.899810791015625,1.0,45,5714300.0,0,0,20298.69921875,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,47.70000076293945,2.349904309083941,0.0019293189621757384,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
742,21.299999237060547,34.899810791015625,1.0,45,8000000.0,0,0,20598.0,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,47.20000076293945,2.291484647195818,0.0018813552382875136,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
747,21.399999618530273,34.899810791015625,2.0,45,10000000.0,0,0,11618.0,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,46.0,1.9796866930624892,0.0016253628121484526,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
752,24.299999237060547,34.899810791015625,1.0,45,2857100.0,0,0,23059.30078125,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,47.400001525878906,2.0555697666436115,0.0016876643502163188,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
757,22.399999618530273,34.899810791015625,1.0,45,3809500.0,0,0,23417.19921875,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,46.20000076293945,1.9729089004780473,0.0016197981073626838,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
762,22.399999618530273,34.899810791015625,1.0,45,4705900.0,0,0,21338.19921875,0.0,0.017999999225139618,1.0839999914169312,0.550000011920929,192.0,4.0,1217.9967932486907,46.400001525878906,2.1745040924122105,0.001785311836997768,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
767,22.299999237060547,34.899810791015625,2.0,64,8000000.0,0,0,9656.0,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,44.900001525878906,2.3249793665016,0.0019088550802340953,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
772,21.899999618530273,34.899810791015625,1.5,64,10000000.0,0,0,17954.30078125,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,46.29999923706055,1.7191795177161662,0.001411481152697209,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
777,21.600000381469727,34.899810791015625,2.0,64,13000000.0,0,0,19500.0,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,39.599998474121094,1.0153845762595153,0.0008336512722264565,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
807,21.5,34.899810791015625,4.0,53,5333300.0,0,0,17505.30078125,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,47.599998474121094,0.6797940673648072,0.0005581246774481505,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
812,21.5,34.899810791015625,4.0,53,6153800.0,0,0,16898.5,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,47.29999923706055,0.6997662401553474,0.0005745222352260078,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
817,21.399999618530273,61.599998474121094,4.0,13,6153800.0,0,0,7961.77978515625,0.27981698513031006,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,3794.559812011721,36.5,1.1461005260422337,0.00030203780749857724,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
821,21.5,61.599998474121094,4.0,26,6153800.0,0,0,5980.85986328125,0.27981698513031006,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,3794.559812011721,39.900001525878906,1.6678204488137247,0.00043952936083237393,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
825,21.399999618530273,61.599998474121094,4.0,40,6153800.0,0,0,3776.43994140625,0.27981698513031006,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,3794.559812011721,36.400001525878906,2.4096769769046342,0.0006350346538949723,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
833,23.0,34.899810791015625,1.5,64,5333300.0,0,0,21297.19921875,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,41.400001525878906,1.2959451021594255,0.0010639971380407562,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
838,22.5,34.899810791015625,1.5,64,4705900.0,0,0,22642.69921875,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,39.5,1.1629944415605356,0.0009548419568975624,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
843,23.100000381469727,34.899810791015625,1.0,64,6153800.0,0,0,28606.30078125,0.0,0.01810000091791153,0.0,0.25999999046325684,192.0,1.5,1217.9967932486907,38.0,1.3283786775012554,0.0010906257593323787,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
853,21.600000381469727,34.899810791015625,1.5,64,8000000.0,0,0,18344.80078125,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,48.29999923706055,1.7552656949147645,0.0014411086339833853,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
878,22.5,34.899810791015625,1.0,64,5333300.0,0,0,15950.2001953125,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,48.70000076293945,3.0532532611880057,0.0025067826763683376,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
882,21.899999618530273,90.0,1.0,64,5330000.0,0,0,2302.570068359375,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,8100.0,43.5,18.891933234845958,0.0023323374364007357,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
888,21.700000762939453,34.899810791015625,4.0,64,4000000.0,0,0,10853.2998046875,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,50.29999923706055,1.1586337828642714,0.0009512617679180552,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
893,22.0,34.899810791015625,4.0,64,6666700.0,0,0,9656.0,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,47.0,1.2168599834299916,0.000999066656148029,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
898,22.600000381469727,61.599998474121094,4.0,16,6666700.0,0,0,7225.43017578125,0.41102099418640137,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,3794.559812011721,42.79999923706055,1.4808806602450073,0.00039026415015445617,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
902,22.299999237060547,61.599998474121094,4.0,32,6666700.0,0,0,4646.83984375,0.41102099418640137,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,3794.559812011721,46.400001525878906,2.4963202459133016,0.0006578682033186491,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
906,22.200000762939453,61.599998474121094,4.0,48,6666700.0,0,0,2983.2900390625,0.41102099418640137,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,3794.559812011721,42.0,3.519604149283329,0.0009275395101539797,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
914,21.700000762939453,34.899810791015625,1.0,64,3333300.0,0,0,34455.5,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,42.599998474121094,1.2363773120146593,0.0010150907776341046,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
919,22.899999618530273,34.899810791015625,1.0,64,4705900.0,0,0,27227.5,0.0,0.02669999934732914,0.0,0.699999988079071,192.0,2.5,1217.9967932486907,40.400001525878906,1.4837940143560338,0.0012182248940068208,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
929,22.5,34.899810791015625,1.0,64,7272700.0,0,0,20996.69921875,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,41.900001525878906,1.9955518288542378,0.0016383884094896676,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
934,22.5,34.899810791015625,1.0,64,8890000.0,0,0,26354.5,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,38.599998474121094,1.464645448561767,0.0012025035342295156,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
939,22.600000381469727,34.899810791015625,1.0,64,11400000.0,0,0,33754.0,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,31.5,0.9332227291580257,0.0007661947341165785,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
944,22.600000381469727,34.899810791015625,1.5,64,4000000.0,0,0,15419.5,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,35.79999923706055,1.5478236102364127,0.0012707944871578804,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
949,22.5,34.899810791015625,1.0,64,4705900.0,0,0,19503.30078125,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,33.70000076293945,1.7279126821106001,0.0014186512572843817,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
954,22.5,34.899810791015625,1.0,64,5333300.0,0,0,13783.2001953125,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,31.899999618530273,2.3144116871623965,0.0019001788017760732,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
959,22.600000381469727,34.899810791015625,1.0,64,5714300.0,0,0,13511.2001953125,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,32.5,2.4054117717296033,0.001974891711589643,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
963,22.600000381469727,90.0,1.0,64,5710000.0,0,0,2016.300048828125,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,8100.0,32.0,15.870653784191706,0.001959339973357001,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
964,22.600000381469727,34.899810791015625,4.0,50,4710000.0,0,0,9351.0,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,31.299999237060547,0.8368088770468545,0.000687037011661487,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
968,22.600000381469727,90.0,4.0,50,4705900.0,0,0,1502.06005859375,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,8100.0,30.899999618530273,5.14293676902961,0.0006349304653122976,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
969,22.600000381469727,34.899810791015625,4.0,50,5714300.0,0,0,10114.2998046875,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,33.79999923706055,0.8354507946609375,0.0006859219985568181,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
974,22.600000381469727,34.899810791015625,4.0,50,7272700.0,0,0,5076.330078125,0.0,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,1217.9967932486907,32.900001525878906,1.6202650842018775,0.0013302704023384498,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
979,22.600000381469727,61.599998474121094,4.0,12,7272700.0,0,0,10162.599609375,0.22909800708293915,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,3794.559812011721,42.900001525878906,1.0553402469557014,0.00027811928108630946,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
983,22.600000381469727,61.599998474121094,4.0,25,7272700.0,0,0,6410.259765625,0.22909800708293915,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,3794.559812011721,45.099998474121094,1.7588990198170171,0.00046353176836195934,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
987,22.700000762939453,61.599998474121094,4.0,38,7272700.0,0,0,4032.260009765625,0.22909800708293915,0.019999999552965164,0.0,0.25,128.0,1.2000000476837158,3794.559812011721,40.79999923706055,2.529598732363991,0.0006666382552085536,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
995,21.299999237060547,34.899810791015625,2.0,64,3809500.0,0,0,5532.0,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,45.20000076293945,4.085321833237478,0.0033541318465551465,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1010,22.0,34.899810791015625,2.0,64,5330000.0,0,0,4925.169921875,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,43.79999923706055,4.446547015822146,0.0036507050268680384,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1015,21.600000381469727,34.899810791015625,2.0,64,6666700.0,0,0,11609.7998046875,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,47.900001525878906,2.062912467557757,0.0016936928561654687,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1020,21.200000762939453,34.899810791015625,2.0,64,3076900.0,0,0,10196.2001953125,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,48.20000076293945,2.3636256565999187,0.001940584465986614,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1025,21.399999618530273,34.899810791015625,3.0,64,3636400.0,0,0,12641.2001953125,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,48.599998474121094,1.2815238459225446,0.0010521569950150788,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1029,21.799999237060547,90.0,3.0,64,3640000.0,0,0,1911.739990234375,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,8100.0,44.099998474121094,7.689329912260459,0.000949299989167958,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1030,21.0,34.899810791015625,3.0,64,4440000.0,0,0,12491.5,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,50.5,1.34758302312239,0.0011063929154756325,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1034,21.200000762939453,90.0,3.0,64,4444400.0,0,0,1893.6099853515625,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,8100.0,41.29999923706055,7.270064331540602,0.0008975388063630372,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1035,22.0,61.599998474121094,3.0,32,4444400.0,0,0,7485.02978515625,0.0040332297794520855,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,3794.559812011721,46.70000076293945,2.079706743699332,0.000548075889360341,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1043,21.799999237060547,34.899810791015625,2.0,64,2666700.0,0,0,10000.0,0.0,0.014999999664723873,0.0,0.800000011920929,64.0,5.0,1217.9967932486907,40.099998474121094,2.0049999237060545,0.0016461454864410906,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
